tenure,MonthlyCharges,TotalCharges
5,92.73749043,498.6831126
58,104.0976779,6227.418426
29,79.05436486,2210.211432
1,69.36914205,69.36914205
4,94.44059507,387.2998419
20,83.48981976,1769.37023
4,98.02030252,390.0304651
9,79.75230977,721.7329675
7,95.52867742,649.0715551
9,74.09869377,732.8755689
5,72.65098909,346.4761705
6,82.55597894,527.6066084
7,79.87334935,525.1853902
25,80.19115529,1898.692332
13,88.80400403,1133.555388
15,95.33414735,1426.190786
55,102.3197795,5509.959306
3,89.66524404,336.5512135
1,60.12626199,60.12626199
18,56.85095182,990.211777
27,76.20134009,2065.250643
8,80.41373143,678.5949129
5,38.88154277,210.946581
44,100.0207618,4397.448539
11,75.00693152,835.3458108
3,82.76965287,267.4780967
13,80.92811895,1128.745295
5,22.8579623,130.8433225
2,94.39940947,167.4724952
61,102.1096903,6407.78797
17,89.29010097,1501.918911
1,70.65117457,70.65117457
3,49.43799882,169.0707567
1,79.63321308,79.63321308
70,114.2983345,7998.618321
20,69.96346751,1472.319499
5,71.79583369,348.1280407
18,92.80954656,1751.931041
1,74.86265244,74.86265244
22,78.38965127,1743.837573
1,93.36285266,93.36285266
35,65.59972485,2355.12358
25,90.66612716,2356.308041
7,81.71168128,609.3798132
47,84.6990497,3968.834506
9,88.78280791,808.0152148
3,33.70293961,92.88605618
9,77.85618797,715.1538099
3,25.22994058,102.5127065
2,44.70567235,75.11672451
1,91.18653907,91.18653907
13,104.8669946,1365.592047
1,101.6888567,101.6888567
8,65.66203706,542.3391014
14,87.94419835,1179.801313
1,54.18243438,54.18243438
4,82.82318901,333.1347717
54,102.2280485,5562.235953
33,67.44176725,2257.183035
37,75.76664598,2774.354474
30,85.62863467,2567.711278
1,51.68984289,51.68984289
21,109.5444436,2319.171269
9,74.97412261,811.6985315
66,99.59167561,6830.442476
2,76.41649778,160.5392982
8,85.71466337,713.0715092
62,96.13138058,5986.695486
3,24.40648102,77.70946931
26,86.24754462,2194.017891
32,96.08941849,3066.747598
4,85.96372471,400.8869387
57,102.7644094,5948.695244
4,82.43904492,371.7966543
5,87.98917191,473.9929712
1,19.327269,19.327269
7,90.10222377,627.4931082
4,76.49382148,334.140618
4,78.55351853,304.1705291
2,19.74092406,36.02800934
8,97.58797309,816.369118
1,23.48588285,23.48588285
1,32.38539554,32.38539554
3,100.854726,331.1991475
21,57.66936007,1207.371632
1,80.86607659,80.86607659
1,78.65260477,78.65260477
1,19.82346806,19.82346806
17,93.36991813,1589.129474
17,49.94216383,881.4350526
67,108.4595589,7412.721706
2,92.95374391,192.6872713
1,74.86894246,74.86894246
25,102.0530383,2661.909968
1,45.35074589,45.35074589
2,19.34113585,29.3352522
5,43.25578557,219.0056804
2,77.47929561,187.9149532
26,75.29550507,1888.812065
62,100.1662235,6280.544034
4,46.43656773,192.4186991
45,66.30853753,2929.987537
42,75.74573899,3060.238076
8,85.11255513,651.9658834
46,102.5920226,4845.822616
58,101.8982635,6046.387621
34,85.18683253,2839.266505
5,79.76672976,413.9960636
2,21.01881131,39.01398801
5,84.67236849,402.3531432
16,90.7875136,1492.517243
26,86.73608972,2367.587015
8,82.63901817,665.4493714
1,35.74074328,35.74074328
7,52.46701596,393.8729238
1,44.27646055,44.27646055
7,99.61509963,708.1241127
37,90.79443686,3372.574425
2,100.9282168,243.056912
45,97.91118257,4405.094256
16,81.97654743,1399.268204
8,104.6579424,827.8057379
2,76.81925141,146.7516648
1,54.86655844,54.86655844
9,58.09128341,473.6836106
2,79.49921897,172.5593301
29,79.64344742,2365.315999
1,19.58200126,19.58200126
9,78.05492363,717.3434151
55,99.11488851,5476.816633
2,46.12777435,119.632765
14,81.55027809,1217.655083
24,80.48523939,1897.733977
30,98.67505994,3046.509461
40,77.72034966,3153.629216
1,68.62963082,68.62963082
1,74.92666961,74.92666961
1,20.54083616,20.54083616
9,88.80984673,853.3762767
30,84.12707771,2597.234699
1,20.79814443,20.79814443
2,89.35040334,179.9116936
2,49.87671561,128.9047345
34,89.45234789,3028.530604
31,72.69252168,2132.174907
36,93.17936701,3370.452947
8,97.76279108,829.2018256
13,82.09037794,1097.81677
56,101.9167783,5802.729714
4,50.66065396,193.511882
2,31.8144661,59.82007672
1,54.41426785,54.41426785
10,42.74716164,401.3034114
29,89.08182685,2698.595579
1,69.7220314,69.7220314
17,98.24902003,1705.568328
27,83.24583145,2278.604567
2,19.99435945,34.45659661
21,38.06704383,787.4469922
2,101.2364986,246.4438236
26,98.55627116,2657.929823
29,52.59708766,1562.881415
3,54.13334342,198.6380737
25,99.05981658,2368.129616
23,75.70926585,1711.93552
1,38.12412934,38.12412934
37,99.91992953,3750.602497
32,80.23188954,2483.145959
19,93.92368895,1776.70435
1,74.91869373,74.91869373
68,97.23509763,6597.389533
23,98.31840879,2184.719085
27,49.08459609,1123.108121
1,69.87655427,69.87655427
4,70.50721086,317.6913832
7,76.31452531,570.0175
54,103.4239628,5730.958361
21,69.75524409,1555.231532
27,96.41626894,2658.705457
24,95.11599811,2121.507251
27,97.11617325,2658.45178
6,95.60907574,573.7398535
3,31.5350937,135.4648755
19,72.24241542,1470.243897
11,44.5003489,480.9078368
6,84.15985864,576.0442942
4,81.16065895,332.9296392
28,98.31811838,2808.990336
62,87.06987664,5287.702139
13,96.88151464,1225.661528
49,23.10887105,1023.300031
30,67.12310225,2012.891686
35,96.30599179,3394.265436
54,100.3125876,5515.897243
25,94.30577514,2358.189348
62,102.5611839,6253.712755
2,51.90382379,111.8056553
2,22.33768531,42.60832388
11,96.08059506,1148.085859
67,104.7497577,7035.127118
48,91.59352982,4546.072507
11,99.62727692,1124.409479
8,83.02703419,679.9363118
1,24.81082818,24.81082818
9,29.75104665,248.8402831
6,76.36156693,498.2474436
1,55.7980109,55.7980109
3,73.42567952,233.3862608
17,78.5653153,1383.37178
28,102.5593174,2894.126158
31,89.91863021,2839.403686
31,78.308145,2406.15199
25,52.410312,1174.837784
65,106.215363,6980.068437
15,101.2444318,1580.334814
1,70.00885855,70.00885855
3,52.29616747,167.0963315
1,19.6516081,19.6516081
2,80.66795534,169.5870025
5,37.5449834,222.0531802
3,20.03241373,55.83551785
12,95.23205185,1146.050999
30,94.22510467,2818.732783
3,85.65563806,321.6504579
3,102.1438922,324.8003714
9,71.13532334,658.9628385
26,99.42521507,2566.04392
2,52.9251504,109.5753564
2,29.66635552,78.428125
4,82.39727564,340.2640457
1,84.78032925,84.78032925
6,82.19035282,554.0262396
6,77.61873349,499.6456008
1,81.32880468,81.32880468
20,71.93389642,1472.663424
34,108.2297404,3591.429987
1,77.41020375,77.41020375
3,40.50790538,132.8653589
3,75.58243847,208.5638919
1,93.95231595,93.95231595
3,79.07707929,260.9294977
1,45.49396178,45.49396178
1,50.63753993,50.63753993
11,103.879083,1133.556945
31,94.87930019,3013.201469
2,54.5366531,111.0064769
1,93.39815979,93.39815979
5,87.68421119,482.3386616
13,87.76634929,1174.764672
56,100.0417588,5687.972462
59,106.5615679,6251.75877
1,45.18307711,45.18307711
6,77.75597207,499.7982306
15,85.53911293,1348.613088
20,76.85712153,1555.764879
55,99.11087943,5508.817335
1,92.81608403,92.81608403
37,97.40632365,3724.254928
8,98.62793163,779.3538659
1,20.36881351,20.36881351
13,97.31183557,1238.212562
6,78.39079087,500.5042441
2,20.9156938,51.5725795
16,81.18113404,1318.326671
29,88.47314863,2698.089431
13,91.5068978,1257.469562
2,49.8992114,114.9176083
44,103.6475886,4533.811309
1,19.66989415,19.66989415
59,108.4543381,6445.332855
1,70.0129652,70.0129652
15,94.29998127,1339.513277
2,30.87731926,59.03953196
32,79.86828029,2594.508585
4,50.38384397,206.5694303
1,69.96004958,69.96004958
51,25.63728967,1179.685025
2,33.83799246,70.39661936
1,74.45916468,74.45916468
49,105.0955719,5128.520541
47,106.1384876,5083.91306
2,89.67240792,185.8688299
36,54.74549334,2002.37151
17,91.18356756,1523.054581
11,82.07651039,948.7600322
2,81.36899777,159.5950223
31,85.29021984,2642.580033
68,58.14091118,3941.538056
8,80.85595725,652.9451636
2,52.28831247,110.5568361
7,19.8755646,147.0926436
56,111.625636,6424.152894
1,80.23327414,80.23327414
38,92.01927649,3474.743644
13,91.70992049,1236.63427
37,99.2396697,3772.491035
9,83.2134962,803.3803587
4,71.27332019,333.1440363
3,85.75836501,338.8772567
22,60.65603315,1420.119039
36,90.81373038,3186.727579
1,45.6977919,45.6977919
60,94.20253472,5628.713004
1,19.61519215,19.61519215
4,48.77089453,201.006903
1,90.6,90.6
7,86.42418206,649.4738549
18,93.04946382,1741.06505
18,89.23673268,1528.323166
1,20.03643335,20.03643335
1,53.90995887,53.90995887
46,100.1281345,4533.825285
2,79.91050698,186.1867936
22,86.77614302,1900.08389
3,65.41130083,192.6956054
9,80.55303605,748.5396933
4,50.98841623,239.4409819
1,79.1877618,79.1877618
1,82.10780438,82.10780438
45,92.64179659,4222.881633
52,91.20224696,4865.839002
1,74.47685879,74.47685879
41,114.4576832,4527.489272
4,45.6280589,197.3588119
1,19.59173902,19.59173902
29,100.0856613,2903.491442
1,19.83224101,19.83224101
13,87.76611469,1236.963434
1,73.8285659,73.8285659
10,73.10651977,802.643461
17,90.10687781,1636.853439
5,89.24396471,471.9735731
8,86.18382149,762.2332582
24,63.73391262,1618.018345
4,84.00089449,372.787895
1,69.32039181,69.32039181
4,86.67585312,340.7040865
2,82.64740076,184.1930112
2,49.8201496,126.0010126
40,80.42534207,3326.967638
12,95.89922642,1170.176069
18,35.94716494,676.0635379
43,100.7970412,4392.797441
67,113.8187856,7833.26129
1,20.48653233,20.48653233
70,108.9004793,7673.933651
38,97.56603001,3594.71938
4,86.75861943,375.4668766
1,81.54033358,81.54033358
4,93.32187692,451.9553619
3,56.04354677,167.7574537
8,98.58520031,836.6355335
4,55.44644875,237.7517349
9,77.35323355,658.2825832
10,73.91410904,804.5236713
70,109.0263494,7616.881009
10,105.1903692,1049.622308
36,55.44306884,2002.811684
42,100.7883046,4212.095749
4,45.40148954,195.2391763
4,94.22154615,378.3237639
47,86.13131234,4059.691868
26,89.0449798,2351.250825
2,44.94918107,80.67570518
12,83.33817097,1095.890867
4,99.26411755,420.8741526
1,70.29409961,70.29409961
8,100.6385337,819.7174108
31,96.55135181,3027.678123
10,95.87756937,1051.402542
14,88.73960179,1267.750031
67,113.6842909,7850.672503
46,55.66585828,2546.410779
37,99.21084917,3759.492975
1,79.22097677,79.22097677
1,70.6455371,70.6455371
7,45.73342535,338.9153021
45,91.44279585,4114.878963
25,96.634388,2505.278546
4,83.11122549,380.7283471
51,20.74748753,1051.138127
3,88.61870961,240.7974049
10,44.15738055,402.3926621
1,45.71335733,45.71335733
1,79.45255256,79.45255256
51,106.5708353,5560.867731
17,60.57277723,993.2321185
14,76.29108739,1098.647869
38,81.59943394,3048.038796
1,25.23420971,25.23420971
6,30.22766674,187.9019956
36,88.27641311,3189.135168
1,70.10224087,70.10224087
6,82.79547621,499.2717577
52,94.1726533,5024.680917
3,79.82503208,244.4723747
29,79.1104754,2349.597947
29,75.34412491,2133.820612
34,87.9901191,2931.513979
63,64.91323198,3938.827647
48,105.766122,5081.165389
45,86.72882566,3948.729498
70,115.9176509,8057.977737
2,69.8688247,145.0252988
1,90.85,90.85
3,105.8287196,333.1725526
4,75.20486471,320.9283247
18,49.22509737,879.7644468
8,78.65485474,654.2189498
1,79.36475604,79.36475604
48,57.90715158,2830.508524
11,100.7493595,1129.750774
23,103.101487,2472.940299
10,79.72564314,862.83385
46,85.07702402,3969.380744
2,94.39456076,167.473164
6,87.70170158,582.5783066
2,45.88908259,80.3721955
1,69.80106672,69.80106672
12,55.48375505,700.3384172
10,94.80173903,953.4322803
40,97.26770659,4059.393238
2,73.51639075,140.4696323
2,45.42289711,77.90877804
23,93.87533701,2176.702239
6,83.0473926,525.1861306
46,97.04839897,4522.549467
25,86.91639263,2281.553688
29,88.70460757,2506.736878
33,76.44221326,2574.679791
1,51.91473683,51.91473683
1,31.71758598,31.71758598
12,84.95493838,1058.587421
22,77.7591676,1770.685505
11,48.23863284,499.8029662
59,97.27931576,5825.951917
2,44.41572586,81.06596759
11,44.06270409,483.6212346
1,36.09574486,36.09574486
10,38.22524496,402.1582271
28,78.45576028,2170.517992
1,45.76312371,45.76312371
4,78.19748988,305.3110443
6,19.97204548,137.1032697
18,88.66746664,1529.04898
26,98.87746934,2659.546245
22,60.47209746,1332.482399
12,63.43638205,804.4628496
7,101.5605194,702.0633819
26,86.15201999,2367.386144
31,86.0591555,2749.807195
1,20.5,20.5
9,78.34734745,741.1339288
63,89.96027794,5714.774518
2,90.21475296,240.570212
1,50.51256873,50.51256873
11,66.5847601,686.2494239
1,82.18441503,82.18441503
32,83.79305037,2586.908128
19,90.15649735,1754.163385
1,74.79260045,74.79260045
28,80.7740002,2267.941766
4,70.86875739,272.8062958
43,100.8210586,4392.277064
53,102.9348898,5491.157045
23,105.1190594,2476.195913
1,19.47371421,19.47371421
1,70.13683455,70.13683455
1,84.83287957,84.83287957
57,98.97145384,5803.106259
60,102.9089572,6217.79526
54,99.95868785,5446.052165
7,82.11339104,621.3255798
68,108.1419976,7410.206621
1,69.21813047,69.21813047
5,74.33975011,345.3330063
3,72.44167072,234.7784511
16,81.17090185,1317.977753
3,35.78974331,137.1056284
11,45.44305354,485.1545731
36,91.04231624,3216.969083
2,90.1337594,243.8557018
60,94.22957225,5626.184995
9,45.21465404,424.3940781
8,89.45972347,751.5321789
2,85.3547858,177.9936424
10,71.34449669,756.1432157
19,61.35798063,1148.985099
3,73.68500511,230.9799898
36,97.48059099,3474.95922
1,74.91455721,74.91455721
1,25.13964525,25.13964525
7,84.93398463,620.7384359
4,88.52919801,366.931946
9,44.59131717,403.1326016
5,38.74443769,222.9051924
5,80.66279803,376.9460544
32,62.45606388,1993.625918
18,49.12828998,875.9196842
11,94.32536578,1090.98732
1,39.87978518,39.87978518
6,98.3190273,560.449217
1,20.27174763,20.27174763
3,79.62756429,261.6680366
5,45.81428615,214.7533876
13,77.70397161,1110.086201
5,82.34071166,450.2106418
3,73.97386885,208.1184832
1,75.25900376,75.25900376
57,100.2913622,5842.438042
26,22.81064631,678.3153782
49,107.5706742,5291.63593
32,70.28614848,2215.087125
9,45.50272794,407.705382
1,49.45663387,49.45663387
13,84.55229864,1115.42016
2,80.2299917,156.25904
70,93.88128419,6579.639548
4,85.54199013,402.8725637
52,90.30766276,4867.217056
7,89.18908755,610.9961148
2,54.83960649,113.4420583
1,19.88373401,19.88373401
1,50.01249058,50.01249058
10,103.8497691,1051.355254
1,69.27122012,69.27122012
50,103.3854966,5122.323001
8,83.11036396,702.7132607
6,97.28890425,560.3050789
4,82.75954657,341.4385721
5,84.88545534,473.9005229
5,89.41461754,461.4237043
56,102.2417866,5766.308646
18,76.3872964,1389.622683
16,83.97046205,1383.649404
1,19.74057951,19.74057951
3,55.0664785,195.0988312
8,80.43705265,633.2868086
31,78.98072797,2423.398166
4,45.94205742,196.8322895
49,97.28711482,4834.072602
58,105.6015948,6234.689574
1,79.56803079,79.56803079
70,112.7149732,8033.48938
38,92.00535274,3521.567395
59,106.8094286,6438.339136
60,79.4271346,4785.260669
39,95.44767467,3687.488153
2,92.55085296,182.9537564
64,106.1294967,6908.319664
1,70.89924721,70.89924721
1,74.51546857,74.51546857
2,47.25152269,91.25127408
4,88.82575582,444.959164
1,75.34900199,75.34900199
7,86.60374916,671.4167292
8,79.70092141,650.528087
9,96.9283648,925.9265852
1,44.37718103,44.37718103
25,104.3039999,2657.836572
7,24.87712782,187.3529398
14,96.82575163,1370.702541
66,110.6702541,7440.119321
1,85.04119523,85.04119523
4,77.03512267,332.8404525
12,80.36986816,950.0716588
5,69.33939731,418.3325973
31,97.46528315,3049.741306
1,24.86696935,24.86696935
2,44.34527258,93.02279311
7,76.35454196,522.7894575
1,69.48712356,69.48712356
23,76.34441924,1748.071385
33,79.95088894,2719.520698
57,110.8570288,6436.600061
59,106.7819575,6399.722718
8,82.76715719,679.8798168
2,20.55700002,36.99500035
17,74.90895449,1318.183036
4,79.61861678,305.0974973
1,74.89533721,74.89533721
29,88.81761073,2699.144653
12,76.85877768,899.1378514
1,74.9644793,74.9644793
8,103.1779262,825.957732
26,69.96022881,1742.681806
5,24.48795662,133.0705667
3,102.6087364,327.4241969
3,72.882352,269.6471772
10,79.8621389,859.4062897
3,70.61876949,205.2549836
1,80.75201982,80.75201982
25,105.3896524,2656.130546
49,104.8647593,5076.752467
1,75.2725521,75.2725521
67,98.07860196,6677.135219
1,54.79441773,54.79441773
34,90.35636439,3127.822806
2,69.66053572,145.0867857
1,45.60002214,45.60002214
24,71.4085686,1766.487102
58,102.4304308,6050.712634
1,74.20495681,74.20495681
26,31.61693773,805.3302803
43,94.22782221,3981.766347
1,69.67818006,69.67818006
16,99.63136612,1605.643928
3,74.82189928,214.3986115
48,52.1946394,2537.444225
39,95.51738205,3691.14082
3,95.00103535,280.6348151
8,77.93937137,628.6786004
57,102.7376883,5948.796785
13,79.13661187,1107.945988
8,84.837768,668.33387
5,73.85528325,345.4535082
2,49.83438731,114.8704635
1,69.45453864,69.45453864
9,87.4721681,850.7861658
16,37.60686875,681.0476041
1,84.51839666,84.51839666
21,96.36560945,2029.916865
2,89.66924299,161.6596113
1,70.01796323,70.01796323
18,48.96026624,838.8290945
41,59.35172173,2498.854046
5,69.74576694,418.2755123
1,45.68518221,45.68518221
7,83.4375246,597.2625738
70,115.3239092,7913.763141
11,36.46491364,406.264831
18,95.61850406,1749.222045
30,75.32691396,2357.61735
8,98.26436264,849.0346513
8,82.42413241,679.8052462
5,74.66812811,349.1288939
4,95.14850467,423.838789
1,100.9338765,100.9338765
5,96.30270302,493.0841455
2,29.61383271,78.5112646
38,79.78849805,2932.323108
63,93.04986553,5918.243305
12,98.38497335,1133.271676
2,93.88888479,193.7777775
60,104.9206874,6390.483026
7,88.24144925,623.4680285
1,84.62765454,84.62765454
37,76.42607633,2860.284522
1,85.1234926,85.1234926
3,69.79600283,220.359196
11,96.47455886,1132.837809
4,78.8142694,334.5086014
13,82.03527684,1100.019501
3,33.95099088,100.0813844
1,90.57699988,90.57699988
9,71.6636226,658.6994695
1,70.11534935,70.11534935
69,104.7857543,7226.46952
1,75.172387,75.172387
2,45.51085933,81.05652344
69,106.0445195,7393.594595
29,69.18290307,1971.253412
65,107.5514558,6961.903725
5,49.36304564,305.4937996
1,75.32048787,75.32048787
1,100.988519,100.988519
3,77.63300129,227.8860243
4,80.54591198,305.5780186
8,58.29154856,474.8707866
1,80.31379241,80.31379241
42,100.7167456,4236.902316
9,73.50624123,688.1225538
49,99.86365202,5034.525828
30,75.87963284,2219.904874
3,81.41563052,243.8076469
47,99.84642162,4867.528094
3,75.05761945,270.7232084
8,48.57822711,416.6905572
15,75.2982304,1282.558281
37,99.01056156,3751.395117
1,55.5662169,55.5662169
43,42.62326374,1327.785673
20,77.04126919,1562.534352
19,88.91872881,1776.069523
3,27.81144121,78.74289536
13,97.67474307,1239.452192
4,97.67510323,392.1182363
36,102.7212777,3549.70589
7,84.63274084,679.4403896
4,71.86800708,332.3297831
1,70.49071579,70.49071579
12,75.1646745,896.7688035
1,45.24945529,45.24945529
20,85.79505152,1727.492224
42,78.6817899,3349.761966
1,79.38463367,79.38463367
2,86.26038795,186.4169375
2,34.9169884,65.77606152
41,113.3531576,4585.966433
24,89.70937932,2186.118827
1,79.67927651,79.67927651
19,98.65837187,1891.357873
4,81.0785512,371.6551678
27,44.29494175,1181.85455
13,74.521547,911.7085824
2,34.8075387,63.99750383
8,39.90192334,333.6828642
38,88.11740381,3389.686036
47,92.93599914,4388.058284
46,98.88459714,4533.410489
2,49.25,90.62588038
58,104.7918195,6211.828145
1,69.87403668,69.87403668
1,19.18770726,19.18770726
39,89.13925866,3523.465843
47,93.06156151,4544.952609
1,20.197242,20.197242
4,89.26338977,368.7019328
1,80.87736499,80.87736499
34,72.02086945,2414.315573
1,54.77455875,54.77455875
67,114.8344509,7822.542276
3,70.54082261,221.1128531
24,71.53183245,1766.255154
1,50.01542445,50.01542445
18,74.59096901,1393.214638
9,84.33891154,762.1651917
16,19.72854241,341.6241653
60,95.70652605,5639.025069
20,67.18903175,1423.799825
34,86.46071933,3012.843573
7,91.7732931,635.2381496
5,84.82940292,402.817735
5,40.25016905,216.5766072
3,76.39079398,232.8736481
50,97.68332772,5052.041135
35,97.07248482,3438.78349
1,69.30599201,69.30599201
1,74.32062511,74.32062511
3,57.23607717,153.504026
3,55.50659913,159.8777032
51,86.02928385,4346.29562
71,54.69470544,3937.963177
2,93.43364528,184.292162
35,94.7161413,3474.099753
5,20.09294317,109.2242253
1,20.5,20.5
10,99.27048807,1066.883287
22,55.05248567,1209.38499
1,75.10435678,75.10435678
23,73.28005864,1762.965481
57,97.3220881,5274.315821
2,49.15685811,91.1
4,63.90806357,236.6410935
24,99.53471225,2496.914798
1,25.1,25.1
19,61.81977691,1148.745432
1,70.11445229,70.11445229
10,100.0094584,1065.198435
2,88.59327606,183.5937137
7,86.23911198,620.9489143
4,74.8156187,326.492946
33,92.76836572,3125.495437
5,91.0811071,500.6783393
58,106.3464405,6237.597024
2,86.23125146,180.5438361
7,85.91762285,591.9906923
48,91.64722617,4544.762366
33,88.1662861,2935.943928
56,104.9785181,5921.002631
50,101.0342316,5012.362322
1,84.56793805,84.56793805
1,35.3902721,35.3902721
23,99.08353242,2186.099635
1,69.71860033,69.71860033
7,77.14835778,608.080801
16,51.9462194,835.1187495
53,102.7055981,5358.165536
23,41.14093233,933.3851213
13,92.87222909,1257.661266
67,113.7338544,7836.14895
42,106.7263176,4521.427096
22,78.66370406,1744.349137
2,92.79517649,195.3937983
21,74.59392253,1329.785674
10,80.42477047,825.7096353
1,25.08764342,25.08764342
37,78.07815584,2849.791861
1,70.11678391,70.11678391
8,62.23478105,546.8527145
45,103.10232,4560.386314
1,74.43197223,74.43197223
1,19.20756937,19.20756937
20,88.52934487,1849.016518
1,69.90718019,69.90718019
17,81.0974089,1406.142399
9,22.87173784,217.9786073
3,71.3573377,208.4084744
1,74.29380082,74.29380082
6,45.57702691,262.9473119
2,77.97463132,154.9737146
15,68.71181728,994.5735019
18,94.97654688,1737.924827
1,25.14110929,25.14110929
5,79.16355409,411.4263758
9,74.45471052,622.8730204
7,87.4519698,672.9640328
21,84.62626468,1855.355789
15,56.00883186,834.1551561
2,72.98542658,155.9806481
3,55.19689178,196.3698941
17,68.40338481,1062.400514
1,19.78611082,19.78611082
27,83.59836848,2366.507905
43,76.35758381,3354.278664
10,102.2004952,1046.184359
56,71.21803749,3917.450066
34,85.04529276,2839.275209
2,77.47948226,155.6457027
27,83.97842909,2189.654034
8,101.8104022,823.8421607
4,48.84496043,199.230866
3,103.9850269,325.3284817
1,80.55037967,80.55037967
40,52.53621791,2195.840441
1,45.67581659,45.67581659
4,45.92929172,190.5547227
2,45.80899954,81.30750347
30,92.64865872,2749.465779
7,98.24856714,673.2043696
26,95.29808778,2504.245711
6,48.7309666,269.8790475
5,48.57918715,229.4473559
4,48.97445516,194.2092258
33,92.52690504,3040.719183
1,54.16587869,54.16587869
12,96.43441915,1208.858547
23,94.94594416,2186.918289
1,19.65080841,19.65080841
66,78.57189559,5277.114381
61,86.84088061,5288.692438
22,91.33541637,2039.844307
56,111.9392009,6418.919176
2,23.74719372,36.9242756
23,57.88151661,1337.102259
2,90.38277967,168.5328949
2,67.76335543,150.4458057
1,55.7213085,55.7213085
2,85.9440398,179.0626103
3,19.84832947,64.51792578
8,74.51138495,612.8600868
11,82.25548211,866.1126843
9,92.55090373,855.6997476
8,100.6280081,779.5710034
1,79.55,79.55
4,49.66273622,212.9281808
2,73.30144184,145.3840668
2,79.94809454,149.095766
1,69.6741394,69.6741394
13,68.23911872,939.7386918
1,50.20315332,50.20315332
1,55.7382751,55.7382751
41,86.97106564,3601.963802
39,102.9018725,4079.956565
23,82.42388298,1856.764885
22,63.44433215,1394.897242
56,109.5271525,6135.716038
9,68.96447055,621.3185549
53,101.6911083,5544.991287
4,78.64810809,330.2523232
5,91.28431359,450.8586614
3,19.73174636,58.55734878
1,90.80102246,90.80102246
2,67.7765419,139.5798092
1,74.44656526,74.44656526
22,48.41298047,1067.061042
54,97.11985323,5115.020612
2,87.42187133,166.0390705
62,53.58190921,3279.203736
5,37.66316588,189.4197286
14,71.41769229,997.6359429
10,94.26578405,931.6802219
5,20.74122826,116.0658913
1,74.24501672,74.24501672
39,102.2835457,4083.685454
6,84.55047068,556.8500937
12,34.53065698,405.0997525
40,79.12014336,3233.779631
16,81.7507218,1330.816191
54,99.50482751,5440.429192
37,59.8631908,2150.537804
25,24.98362434,685.4098484
53,108.7197035,5926.065127
7,82.9786735,641.3906477
11,68.97773419,757.2619755
1,90.58138998,90.58138998
35,64.80980205,2255.512309
1,75.05575178,75.05575178
4,95.81815169,390.6878866
37,83.97933026,3142.290711
26,25.13194715,662.6493143
37,75.97280035,2847.584423
10,69.48317396,707.6039712
66,105.9986389,6978.216973
36,93.9551927,3474.151343
10,79.56293608,868.4635958
1,45.67085043,45.67085043
26,24.0046953,671.6502219
9,56.61073565,533.2662
2,45.37373044,84.57202168
5,70.01001406,347.1997188
4,26.21385007,121.0187313
3,30.21812141,96.05430956
4,80.68051437,301.906809
16,84.92196477,1374.31105
7,69.54915938,529.8623319
7,82.92489479,604.1128059
61,104.6755138,6407.228256
1,76.36160604,76.36160604
2,60.56689063,114.2913189
33,79.27318767,2567.901626
1,89.9759944,89.9759944
5,89.54451907,497.844264
46,103.6767105,4821.391685
5,90.86480379,455.4567975
13,62.47651756,834.1709695
1,44.12499599,44.12499599
16,41.70811062,672.9436158
1,88.79913405,88.79913405
24,91.46071259,2194.189287
1,69.15902327,69.15902327
1,90.16496136,90.16496136
33,84.66467152,2752.145265
47,36.05044779,1604.156018
39,103.5973459,4135.522094
34,88.32736699,3146.984579
24,77.17039992,1861.460624
42,84.25517935,3588.593074
37,89.64933768,3340.445888
2,94.07217447,181.4264967
1,70.48915822,70.48915822
4,72.88376438,335.1018312
1,45.85,45.85
46,84.6947674,4064.525883
9,79.8665292,720.7917994
2,91.00879177,192.6080077
2,69.54316962,138.234494
2,72.04793629,145.7101232
16,97.90542372,1591.365155
48,107.3283204,5121.524596
6,71.23912806,468.0969323
9,88.9108632,860.7062546
1,73.90969712,73.90969712
5,70.17353533,331.4539561
16,59.06476465,936.4928826
44,32.17374547,1376.885128
67,104.1764185,7063.711873
11,93.20933741,1081.779043
10,78.91967146,833.0980934
1,69.9953378,69.9953378
30,65.8910546,1979.056373
36,94.22440988,3362.81536
61,86.55705489,5246.611803
36,83.54183054,3052.457739
1,45.93046492,45.93046492
8,49.24985936,416.2447836
25,25.24695714,677.8689545
1,35.11599466,35.11599466
1,89.39947527,89.39947527
1,20.68955603,20.68955603
1,25.14784006,25.14784006
1,50.38834569,50.38834569
33,66.26153759,2088.755781
1,89.69313115,89.69313115
1,71.09578782,71.09578782
15,98.76096707,1519.573225
45,101.0947449,4678.99853
34,51.99773818,1714.674343
29,83.97351387,2476.024405
56,100.7546422,5641.303423
45,70.22920211,3229.469518
42,103.1338248,4352.19483
47,102.0183026,4834.003083
50,98.33701074,4887.716808
5,76.28594841,413.7340553
1,70.6342569,70.6342569
